AMT_INCOME_TOTAL,DAYS_EMPLOYED,NAME_INCOME_TYPE,CNT_CHILDREN,FLAG_OWN_CAR,FLAG_OWN_REALTY,TARGET
880569,-8030,Commercial associate,0,Y,Y,0
428170,-14235,Working,0,N,Y,0
201650,-9855,Commercial associate,1,Y,N,1
430512,-13505,Working,1,Y,N,1
666863,-5840,Commercial associate,2,Y,Y,0
480746,-1460,Working,0,N,Y,0
383358,-6570,Working,3,N,Y,1
216416,-365,Working,0,Y,Y,1
346724,-4015,Commercial associate,0,N,N,0
362569,-4745,Working,0,N,Y,1
316473,-4380,Working,0,N,Y,0
294747,-365,Commercial associate,2,N,Y,1
272813,-13870,Working,0,Y,Y,0
688741,-13870,Commercial associate,0,Y,Y,0
143555,365243,Pensioner,0,N,Y,1
307105,-14235,Working,1,N,Y,1
314185,-9855,Working,0,N,N,1
70056,365243,Pensioner,1,Y,Y,1
369919,-730,Working,0,N,Y,1
271314,-2190,State servant,0,N,Y,0
98637,365243,Pensioner,1,N,Y,1
332514,-6935,Working,0,Y,Y,0
181501,-8760,Working,0,N,N,1
877079,-10220,Commercial associate,0,N,N,0
287204,-9125,Working,1,N,N,1
514840,-1095,State servant,0,N,Y,0
171420,-8760,Working,0,N,N,1
100356,365243,Pensioner,1,Y,N,1
590186,-11315,Commercial associate,0,N,N,1
52234,365243,Pensioner,1,N,N,1
520940,-365,Commercial associate,0,N,N,1
426909,-3650,Commercial associate,2,N,N,0
372777,-730,State servant,0,N,Y,1
306248,0,Working,1,N,N,1
249905,-13140,Working,2,N,N,1
391929,-4745,Working,2,N,N,0
469923,-6205,Working,0,N,Y,0
485931,-2555,Working,1,N,Y,1
186175,-11680,Working,0,Y,N,1
358187,-730,Working,1,N,N,1
880473,-7300,Commercial associate,1,Y,Y,0
144610,365243,Pensioner,1,N,Y,1
662643,-8030,Commercial associate,0,N,N,0
193761,-4380,Working,1,N,N,1
812879,-5110,Commercial associate,0,N,N,0
434423,-10220,Working,0,N,N,1
222469,-8030,Commercial associate,1,Y,Y,0
490347,-13505,State servant,3,N,N,0
621499,-10220,Commercial associate,0,N,N,0
302326,-2920,Commercial associate,2,N,N,1
304968,-4015,Commercial associate,0,Y,Y,0
453264,-8395,State servant,1,N,N,0
157795,-6205,Working,0,N,Y,1
469813,-7300,Working,1,N,N,1
409823,-10585,Working,1,N,Y,0
110111,-4015,Working,1,N,Y,1
628755,-3285,Commercial associate,0,N,Y,0
98695,365243,Pensioner,1,Y,N,1
516772,-1825,Commercial associate,0,N,N,0
220958,-3650,State servant,0,N,N,1
168514,-2920,Working,0,Y,Y,1
334284,-14235,Working,0,Y,N,0
618403,-8030,Commercial associate,2,N,N,0
578442,-2190,Commercial associate,1,N,N,1
454350,-730,Working,1,Y,Y,1
848478,-4015,Commercial associate,1,N,Y,0
204613,-2920,Working,1,N,N,1
138022,-9855,Working,2,N,Y,1
250822,-6935,State servant,1,Y,N,1
76467,365243,Pensioner,1,N,Y,1
404667,-1095,Working,0,N,Y,1
851905,-6205,Commercial associate,1,N,Y,0
229459,-7665,Working,1,N,N,1
86789,0,Student,1,N,Y,1
227210,-10220,Working,0,Y,Y,1
150450,-6935,Working,1,Y,N,1
229359,365243,Pensioner,2,N,Y,1
764048,-1460,Commercial associate,0,N,Y,0
329096,-13140,Working,1,N,N,1
224063,-1095,Working,1,N,Y,1
64538,365243,Pensioner,0,N,N,1
397251,-10950,Working,3,N,Y,0
461470,-365,Working,2,Y,N,1
206277,365243,Pensioner,0,N,N,1
272784,0,Working,1,N,N,1
209475,365243,Pensioner,0,N,Y,1
221501,-4380,Working,0,Y,N,1
203485,-6935,Commercial associate,2,Y,Y,0
294251,-3650,Working,0,Y,Y,0
524218,-3650,Commercial associate,0,Y,Y,0
440740,-11315,Working,0,N,Y,0
127281,-13505,Working,0,Y,N,1
131313,-13505,Working,1,Y,Y,1
196541,-13870,Working,1,N,N,1
768926,-730,Commercial associate,1,N,Y,1
395676,-12410,Working,0,Y,Y,1
517055,-6205,Commercial associate,0,Y,Y,0
337616,-365,Working,1,Y,Y,1
102023,-7665,Working,0,N,N,1
284332,-13870,State servant,0,N,Y,1
359424,-8760,Commercial associate,3,N,N,0
369351,-7300,Working,0,Y,Y,0
79921,365243,Pensioner,0,N,Y,1
591685,-10220,Commercial associate,0,N,Y,0
433389,-8395,Working,1,N,Y,0
441908,-10220,Working,0,Y,N,0
222632,365243,Pensioner,1,N,Y,1
253814,-4015,Working,1,Y,Y,1
125428,-4745,Working,0,N,N,1
150837,-1825,Working,0,N,Y,1
421024,-11680,Commercial associate,1,N,Y,0
294891,-3285,Working,1,N,N,1
355450,-2555,Working,0,N,Y,0
624530,-10950,Commercial associate,2,N,Y,0
365803,-730,Working,1,Y,N,1
498629,-11680,Working,1,Y,Y,0
377106,-12045,Working,0,N,N,1
166856,-365,Working,1,Y,N,1
423150,-14235,Working,0,Y,N,0
11674,0,Student,0,Y,Y,1
499746,-3650,Working,3,N,Y,1
251186,365243,Pensioner,0,Y,N,1
587229,-730,Commercial associate,0,N,N,1
659429,-10950,Commercial associate,1,N,Y,0
99032,0,Student,0,N,N,1
453745,-8395,Working,1,N,Y,1
284175,-13140,Working,1,Y,Y,1
418372,-1460,Working,1,N,Y,1
202883,-11315,Commercial associate,3,Y,Y,0
53708,365243,Pensioner,0,N,N,1
949204,-730,Commercial associate,0,Y,Y,0
813141,-13505,Commercial associate,0,N,Y,0
790974,-10585,Commercial associate,0,N,N,0
119636,-13505,Working,2,N,N,1
331568,-5475,Working,2,Y,N,0
392034,-13505,State servant,0,N,Y,0
409360,-13870,State servant,1,N,Y,0
135689,-13870,Working,2,Y,N,1
98068,365243,Pensioner,0,N,N,1
137988,-1095,Working,0,N,N,1
295847,-10585,Commercial associate,0,N,N,0
474528,-2190,Commercial associate,0,Y,N,0
51116,0,Student,1,N,N,1
289916,-365,Working,1,N,N,1
442976,-6570,State servant,0,N,N,0
115979,-3285,Working,2,N,Y,1
439121,-9490,Working,1,N,Y,1
70369,0,Student,2,N,Y,1
375640,-11680,Working,0,N,N,1
629467,-4015,Commercial associate,2,N,Y,0
34202,0,Student,0,Y,Y,1
72914,0,Student,1,N,Y,1
217594,365243,Pensioner,0,N,Y,1
777486,-2555,Commercial associate,0,N,N,0
962744,-12775,Commercial associate,0,N,N,0
514347,-13870,Commercial associate,0,N,Y,0
430099,-5110,Working,3,N,Y,1
383363,-5110,Working,2,Y,N,1
135723,-6935,Working,0,N,N,1
468092,-8760,Working,3,N,Y,0
628631,-2555,Commercial associate,2,N,Y,0
326420,0,Working,3,Y,Y,1
371016,-4380,Working,0,Y,N,0
905734,-2190,Commercial associate,0,N,N,0
494604,-6570,State servant,0,Y,Y,0
572009,-4380,Commercial associate,0,N,N,0
769930,-8030,Commercial associate,0,N,Y,0
126611,-6935,Working,2,Y,N,1
291418,-12045,Commercial associate,2,N,Y,1
972640,-1460,Commercial associate,0,N,Y,0
390525,-5475,Working,0,N,N,1
71605,0,Student,2,N,Y,1
299647,-2555,Working,2,Y,Y,1
342030,-4380,Working,0,N,Y,0
201470,-8760,Working,1,Y,N,1
357046,-12045,Working,0,N,Y,0
374808,-7665,Commercial associate,1,N,Y,0
294841,365243,Pensioner,1,N,Y,1
385009,-9490,Working,0,N,N,1
252834,-10220,Working,1,N,N,1
219216,-13505,Working,0,N,Y,1
3907,0,Student,1,N,N,1
351928,-6935,Working,2,Y,Y,1
308713,-1460,Working,0,N,N,1
327158,-8395,Working,1,Y,Y,0
94393,0,Student,0,N,Y,1
391996,-9125,Working,0,N,Y,0
239809,365243,Pensioner,0,N,Y,1
413547,-2555,State servant,3,N,Y,0
280721,-1095,Working,0,N,Y,1
605448,-1460,Commercial associate,0,Y,Y,0
450775,-13870,Working,1,N,N,1
246578,-1460,Commercial associate,2,N,N,1
280956,-2190,Working,0,Y,Y,1
215350,365243,Pensioner,0,Y,Y,1
457683,-13140,Working,1,N,Y,1
471560,-1460,Working,0,N,N,1
632410,-8760,Commercial associate,1,N,N,0
479317,-10220,State servant,0,Y,Y,0
406776,-6205,Commercial associate,0,Y,Y,0
463614,-1825,Working,0,N,Y,1
399867,-5110,Working,0,N,Y,1
68564,365243,Pensioner,0,Y,Y,1
248325,365243,Pensioner,1,Y,Y,1
275765,-5840,Working,1,Y,N,1
55755,365243,Pensioner,2,N,N,1
255130,-12775,State servant,0,N,N,1
134153,365243,Pensioner,0,N,N,1
143289,-2190,Working,1,N,Y,1
283966,365243,Pensioner,0,Y,N,1
477287,-3285,State servant,0,N,N,0
148295,-8030,Working,1,N,Y,1
892304,-9125,Commercial associate,0,N,Y,0
473365,-1460,Working,1,Y,N,0
190909,-6935,Working,2,N,Y,1
287437,-5475,Working,2,N,Y,1
232208,-6570,Working,3,N,Y,1
297556,-14235,Working,1,N,N,1
430294,-1095,Working,1,Y,Y,0
94631,0,Student,0,N,N,1
469340,-1460,Working,2,N,Y,0
237231,365243,Pensioner,0,N,Y,1
380996,-10950,State servant,0,Y,Y,0
269191,-13140,Commercial associate,1,N,Y,1
150111,-5110,Working,0,Y,Y,1
381773,-3650,Working,0,Y,N,0
227885,-6205,Commercial associate,0,N,N,1
104929,365243,Pensioner,1,N,Y,1
104776,-3285,Working,0,Y,N,1
229468,-8030,State servant,0,Y,Y,0
506509,-9125,State servant,0,Y,Y,0
236727,-5840,Working,1,N,N,1
330644,-5840,Working,0,Y,N,1
486847,-8760,Commercial associate,1,N,N,1
434976,-4745,Working,1,N,N,1
160675,-9490,Working,1,N,Y,1
217118,365243,Pensioner,1,Y,Y,1
330763,-365,Working,0,N,Y,1
131748,-9490,Working,1,N,Y,1
107986,-9490,Working,0,N,Y,1
249462,-4015,Working,1,N,Y,1
362154,-5840,Working,1,N,Y,0
208893,-12045,Working,1,N,N,1
116614,-10220,Working,0,N,Y,1
127500,-10950,Working,0,N,Y,1
389014,-10585,Working,1,N,Y,1
460687,-13140,Working,0,N,Y,0
104999,-9490,Working,1,N,Y,1
128008,-11315,Working,0,N,N,1
868586,-13505,Commercial associate,2,Y,Y,0
334597,-10950,Working,0,N,N,1
457892,-6935,Working,1,N,Y,0
24871,0,Student,0,Y,Y,1
421197,-10220,Working,0,N,Y,0
176184,365243,Pensioner,0,N,N,1
157155,-6205,Working,0,N,Y,1
909490,-1825,Commercial associate,3,N,Y,1
225539,365243,Pensioner,0,N,N,1
274031,-7665,Working,1,N,N,1
399240,-14235,Working,2,Y,Y,0
204430,-6935,Commercial associate,1,N,N,1
540278,-365,Commercial associate,0,Y,Y,0
206837,-1825,Working,0,Y,Y,1
490913,-13140,State servant,2,N,Y,0
389305,-6570,State servant,0,Y,Y,0
324636,-10220,Working,1,N,N,0
298691,365243,Pensioner,0,N,N,1
368889,-8395,Working,0,N,Y,0
416001,-8760,Working,1,Y,N,1
260660,365243,Pensioner,2,N,N,1
115473,-1095,Working,1,Y,Y,1
396614,-6935,Working,2,N,N,1
147227,-1460,Working,1,N,Y,1
178259,-9855,Working,2,Y,N,1
284046,-5475,Working,0,N,Y,1
272679,-8395,Working,1,N,Y,1
229923,-10585,Working,1,Y,Y,1
290767,365243,Pensioner,0,N,Y,1
288589,-13505,Commercial associate,0,N,Y,0
290118,-11315,Working,1,Y,Y,1
330254,-6205,Working,2,N,Y,0
457183,-8030,Commercial associate,0,N,Y,0
888211,-9125,Commercial associate,0,Y,N,0
287473,-3650,Working,0,N,Y,1
404488,-14235,Commercial associate,0,N,N,1
51846,0,Student,1,N,Y,1
16225,0,Student,0,Y,Y,1
69730,0,Student,0,Y,N,1
418034,-5840,Working,0,Y,Y,0
160851,-1825,Working,2,N,N,1
153779,-8030,State servant,0,N,Y,1
781403,-6205,Commercial associate,1,N,N,0
409421,-4745,Working,1,Y,Y,1
380795,-4745,State servant,2,N,Y,0
120734,365243,Pensioner,0,N,Y,1
798684,-7665,Commercial associate,0,N,N,0
492069,-2190,Working,0,N,N,1
257679,365243,Pensioner,0,Y,Y,1
214316,-6935,Commercial associate,2,Y,N,1
289586,-9125,Working,1,N,N,1
317072,-10220,Working,0,N,Y,1
190248,365243,Pensioner,0,N,N,1
216562,-1095,Working,0,N,N,1
183508,-6205,Working,0,Y,N,1
180119,-13140,Working,2,N,Y,1
449370,-4380,Working,0,N,Y,0
374595,-2920,State servant,2,Y,Y,0
357923,-4015,State servant,0,N,Y,0
480929,-7300,Working,0,N,N,0
14251,0,Student,1,N,Y,1
298857,-365,Working,0,N,Y,1
488829,-13505,Working,0,N,Y,1
843918,-730,Commercial associate,0,Y,Y,0
459588,-9490,Working,0,N,N,0
259182,365243,Pensioner,3,N,Y,1
154509,-7665,State servant,2,N,N,1
298867,-10220,State servant,2,N,Y,1
159289,-2920,Working,1,N,N,1
494230,-6570,Working,0,Y,Y,0
399192,-5110,Commercial associate,0,Y,N,0
173905,-6935,Working,2,N,Y,1
509097,-7665,State servant,2,Y,Y,0
318756,-1095,Commercial associate,0,Y,N,0
201105,365243,Pensioner,2,N,Y,1
458124,-12045,Working,1,N,Y,0
139708,-11315,Working,1,N,N,1
199819,-12045,Working,0,N,Y,1
414210,-9855,State servant,0,N,N,0
390104,-5840,Commercial associate,0,N,N,0
198226,-11680,Working,1,N,Y,1
225640,-13870,Working,0,N,N,1
310530,-14235,Working,0,N,N,1
996451,-2190,Commercial associate,1,N,N,1
310730,-13870,State servant,1,N,Y,0
489705,-5475,Working,0,N,N,1
709957,-3650,Commercial associate,0,N,Y,0
856343,-12045,Commercial associate,1,N,Y,0
458659,-6205,Working,0,N,N,1
488399,-1460,State servant,1,N,N,0
408365,-7300,Working,1,Y,N,0
339173,-1095,Working,0,N,N,1
293207,-3650,State servant,0,N,N,1
347801,-1460,Commercial associate,2,N,Y,1
330482,-8030,State servant,0,Y,N,0
238165,-9855,Working,1,N,Y,1
9575,0,Student,2,N,N,1
28032,0,Student,2,N,N,1
301346,-3650,Working,1,Y,Y,0
219984,-9490,Commercial associate,3,Y,Y,1
209527,-9855,Commercial associate,0,N,N,1
381335,-4015,Working,0,Y,N,0
85516,365243,Pensioner,0,N,Y,1
176333,-9855,State servant,0,N,N,1
159422,-365,Working,1,N,Y,1
235872,365243,Pensioner,1,Y,Y,1
61690,365243,Pensioner,0,Y,N,1
424694,-1460,Working,1,N,N,1
388538,-2190,State servant,1,Y,Y,0
221899,-11315,State servant,2,Y,Y,0
219028,-6935,Working,1,N,Y,1
212490,-3285,Working,1,Y,Y,1
254383,365243,Pensioner,1,N,Y,1
322104,-6205,Working,0,Y,N,1
967423,-6205,Commercial associate,1,N,Y,0
890956,-2920,Commercial associate,2,N,N,1
396579,-12045,Working,1,N,N,1
668341,-10585,Commercial associate,0,N,Y,0
254711,-5840,Commercial associate,0,N,Y,0
903129,-4745,Commercial associate,0,N,N,0
719989,-3650,Commercial associate,1,N,Y,0
405583,-11315,Working,1,Y,N,0
266920,-5840,Commercial associate,0,Y,N,1
115568,-10585,Working,0,Y,N,1
260072,-1825,Working,2,Y,Y,1
553410,-8395,Commercial associate,0,N,Y,0
443996,-14235,Working,0,Y,N,1
438770,-7300,Working,0,N,Y,0
557844,-13505,State servant,0,N,N,0
153675,-13505,Working,3,N,N,1
162088,-730,Working,1,N,Y,1
353470,-4745,Working,3,Y,Y,1
453762,-11315,Working,0,N,N,1
368311,-14235,Working,0,Y,N,0
814229,-9490,Commercial associate,0,N,N,1
568367,-1095,State servant,2,Y,N,0
223797,-13870,Working,0,Y,Y,0
222406,-5110,State servant,0,Y,Y,0
327897,-4745,Working,1,N,Y,1
139299,-10585,Working,0,N,N,1
364834,0,Working,2,N,Y,1
317069,-3285,Working,2,Y,Y,0
461802,-4745,Working,0,N,N,0
248154,365243,Pensioner,0,N,N,1
337864,-8030,State servant,0,N,N,1
190301,365243,Pensioner,0,N,Y,1
395060,-6205,Working,1,N,N,1
55162,0,Student,0,N,Y,1
299714,-11680,Working,0,N,N,1
115181,365243,Pensioner,0,Y,N,1
62348,0,Student,1,Y,Y,1
336548,-8395,Working,0,Y,Y,0
176407,-5110,Working,0,N,N,1
496676,0,State servant,0,Y,N,1
212854,-12045,Commercial associate,0,N,N,1
227941,-2920,Commercial associate,0,N,N,1
375717,-12775,Working,0,Y,Y,0
139102,-8760,Working,2,N,Y,1
56826,365243,Pensioner,0,N,Y,1
495408,-5840,Working,0,N,N,1
438860,-3650,Working,0,N,N,0
257899,365243,Pensioner,0,Y,Y,1
327351,-2555,Working,0,N,Y,1
153504,-730,Working,1,N,Y,1
318811,-13140,Working,2,N,Y,1
598494,-9125,Commercial associate,1,N,Y,0
399681,-9490,State servant,2,N,Y,0
191016,365243,Pensioner,0,N,N,1
5760,0,Student,1,N,N,1
7236,0,Student,2,N,N,1
351504,-2920,Commercial associate,1,N,Y,1
221074,-1825,Working,1,N,N,1
486380,-365,Working,1,N,Y,1
50207,365243,Pensioner,1,N,Y,1
237096,-10220,Working,2,Y,Y,1
190557,-10585,Working,0,N,Y,1
502838,-9855,Commercial associate,1,N,Y,0
137549,-9855,Working,0,N,Y,1
22097,0,Student,0,N,Y,1
170304,-5475,Working,0,N,N,1
273542,365243,Pensioner,0,Y,N,1
954751,-10585,Commercial associate,0,N,N,0
23665,0,Student,0,N,Y,1
383579,-10950,Working,0,Y,N,0
590969,-10220,State servant,0,Y,N,0
670718,-11680,Commercial associate,2,N,Y,0
446908,-11680,State servant,1,Y,N,0
129713,-5110,Working,1,N,N,1
141747,-365,Working,0,N,N,1
105191,-7300,Working,1,Y,N,1
119128,365243,Pensioner,0,Y,N,1
238392,365243,Pensioner,1,N,N,1
238056,-1825,Commercial associate,1,N,N,1
282526,-10585,Working,3,N,Y,1
485144,-9125,Working,2,Y,Y,0
113371,365243,Pensioner,1,N,Y,1
548906,0,State servant,0,N,N,1
104902,-8760,Working,0,N,Y,1
182754,-8395,Working,0,N,Y,1
339831,-10950,Working,0,N,Y,1
352790,-4015,Working,0,N,N,1
191428,-11680,Working,0,N,Y,1
464716,-8760,State servant,0,N,N,1
275606,365243,Pensioner,0,N,N,1
378382,-3285,Working,0,Y,Y,0
326843,-11315,Working,0,Y,N,1
213733,-8395,Working,0,N,N,1
164930,-9490,Working,0,Y,Y,0
57252,365243,Pensioner,0,N,Y,1
360460,-11315,Working,2,N,Y,1
469262,0,Working,0,Y,Y,1
202175,-3285,Working,2,Y,N,1
234125,365243,Pensioner,2,Y,N,1
381201,-2555,Commercial associate,0,N,Y,1
332850,-14235,Working,0,N,N,1
288513,-5110,Working,0,Y,Y,1
257276,-12410,Commercial associate,0,Y,Y,0
326728,-11315,Commercial associate,1,N,Y,0
504379,-730,State servant,2,Y,Y,0
427781,-6935,State servant,1,N,Y,0
273142,365243,Pensioner,0,Y,Y,1
295573,365243,Pensioner,1,N,Y,1
356673,-5840,Commercial associate,0,N,N,0
471868,-13870,Working,3,Y,N,0
106300,-10220,Working,1,Y,N,1
335714,-11680,Commercial associate,0,N,N,1
399320,-11315,State servant,1,N,Y,0
158054,-3650,Working,1,N,Y,1
528649,-8030,State servant,0,Y,Y,0
267493,365243,Pensioner,1,Y,Y,1
428100,-1460,State servant,0,N,Y,0
142959,365243,Pensioner,0,Y,Y,1
299570,365243,Pensioner,2,N,N,1
481822,-1825,Working,0,N,N,1
546197,-1825,Commercial associate,1,Y,N,1
349201,-6935,Working,0,N,Y,1
282874,-10950,Working,1,N,Y,1
219958,365243,Pensioner,1,N,Y,1
437060,-12775,Working,2,N,Y,1
429612,-1825,Working,0,N,Y,1
73414,0,Student,0,N,Y,1
64683,0,Student,1,N,N,1
165152,365243,Pensioner,0,Y,Y,1
517769,-8760,Commercial associate,0,Y,N,0
115903,-9855,Working,3,N,Y,1
395981,-2555,Working,0,Y,Y,0
348008,-14235,Working,0,N,N,0
344531,-8395,Working,1,N,Y,1
559745,-6205,Commercial associate,0,N,Y,0
53754,365243,Pensioner,1,Y,Y,1
641671,-2555,Commercial associate,2,N,Y,0
349018,-6935,Commercial associate,1,N,Y,0
16588,0,Student,2,N,N,1
419133,-365,Working,1,Y,N,1
269480,365243,Pensioner,0,N,Y,1
117248,-11680,Working,0,Y,Y,0
211164,-9855,Commercial associate,1,Y,N,0
342498,-5110,Working,2,N,Y,1
439103,-4745,State servant,3,N,Y,0
414483,-2920,Commercial associate,1,Y,Y,0
258823,-7665,Commercial associate,2,Y,N,1
254226,-1095,Working,0,N,Y,1
834655,-11680,Commercial associate,0,N,Y,0
300571,-10950,Working,1,N,N,1
191628,-4015,Working,0,N,Y,1
243915,-12775,Working,1,N,Y,1
75101,0,Student,1,Y,N,1
711817,-8760,Commercial associate,2,Y,N,0
78302,0,Student,0,Y,Y,1
266887,-365,Working,0,N,Y,1
119843,-5475,Working,0,N,Y,1
659348,-6205,Commercial associate,0,N,Y,0
520410,-8030,Commercial associate,0,N,N,0
540453,-14235,Commercial associate,1,N,Y,0
94499,0,Student,1,Y,N,1
77771,365243,Pensioner,2,N,N,1
413864,-3285,Working,2,N,N,1
227984,-8760,Working,1,Y,N,1
184615,0,Working,0,N,N,1
231097,-3650,Working,2,N,N,1
948374,-1460,Commercial associate,1,N,N,1
435049,-13140,Working,1,N,Y,1
386958,-12410,Working,1,N,Y,1
436076,-5840,Working,1,N,Y,0
152832,-10585,Working,0,Y,N,1
90375,0,Student,0,N,Y,1
252800,-13140,State servant,1,N,N,1
239591,-9490,State servant,0,N,N,0
231428,-9855,State servant,0,N,N,1
364313,-1095,Working,2,N,Y,1
132219,-4380,Working,2,N,Y,1
159713,365243,Pensioner,0,Y,Y,1
118925,365243,Pensioner,1,N,N,1
450625,-3285,Working,0,Y,Y,0
212968,365243,Pensioner,1,Y,N,1
964984,-3285,Commercial associate,0,N,N,0
354493,-3285,Working,2,N,N,1
201058,-11680,Working,0,N,Y,1
148059,365243,Pensioner,0,N,Y,1
445689,-14235,Working,1,N,Y,0
137450,365243,Pensioner,1,N,Y,1
102546,365243,Pensioner,1,N,Y,1
375504,-9490,Working,0,Y,N,0
270282,-10585,Working,3,N,Y,1
326838,-2555,Working,1,N,Y,1
426954,-14235,State servant,0,Y,N,0
598894,-12775,Commercial associate,2,Y,Y,0
185765,-8030,Working,0,Y,Y,1
257505,-12775,Working,0,N,N,1
257042,-11680,Working,1,Y,N,1
250491,365243,Pensioner,1,N,N,1
349152,-1460,Commercial associate,0,Y,N,0
72554,365243,Pensioner,0,N,N,1
396729,-8030,Commercial associate,0,N,Y,0
579266,-12775,State servant,2,N,Y,0
37834,0,Student,0,Y,N,1
586623,-6205,Commercial associate,1,Y,Y,0
335221,-1095,Commercial associate,0,Y,N,1
110863,-2920,Working,1,N,N,1
135086,-12775,Working,2,Y,Y,1
206633,365243,Pensioner,3,N,Y,1
809099,-6935,Commercial associate,3,Y,Y,0
233094,-1825,State servant,0,N,Y,1
493162,-12045,Working,0,N,Y,1
575546,-5840,State servant,0,N,N,0
432444,-4380,Working,0,N,Y,0
8793,0,Student,0,Y,Y,1
12626,0,Student,0,N,Y,1
352119,-9125,Working,2,Y,Y,0
302886,-365,Working,1,N,Y,1
273402,-6205,Working,1,N,Y,1
222838,-7300,Working,0,Y,Y,0
491942,-8395,Working,0,Y,Y,0
375239,-13505,Working,0,N,Y,1
400076,-3285,Working,0,N,Y,1
184355,-12775,Working,2,N,N,1
952380,-4015,Commercial associate,0,N,N,0
401154,-7665,State servant,1,Y,Y,0
213351,-4380,Working,2,Y,Y,1
170363,-4015,Working,0,Y,Y,1
395655,-1825,State servant,1,N,Y,1
409475,-2920,Working,2,Y,Y,1
171332,-14235,Working,2,Y,N,1
114171,-9855,Working,1,N,N,1
269159,-4015,Working,1,Y,N,1
183518,-7665,Working,2,N,Y,1
302492,-4380,Working,1,N,N,0
460998,-4745,Working,0,N,N,1
336166,0,Working,1,Y,Y,1
599743,-10220,State servant,0,N,Y,0
508644,-4015,Commercial associate,0,N,Y,0
739725,-5475,Commercial associate,2,N,N,0
978689,-1460,Commercial associate,2,N,Y,1
378509,-12775,Working,1,Y,Y,0
201567,-9490,State servant,1,N,N,1
357263,-8030,Working,0,N,N,1
613725,-4015,Commercial associate,0,N,Y,0
245286,-5475,Working,1,Y,N,1
259571,-7665,Commercial associate,1,N,N,1
108384,365243,Pensioner,1,Y,N,1
760769,-1095,Commercial associate,1,Y,Y,0
384988,-13505,Working,1,N,Y,0
118413,365243,Pensioner,0,Y,Y,1
86751,365243,Pensioner,1,N,Y,1
230946,365243,Pensioner,2,Y,N,1
134703,365243,Pensioner,1,N,Y,1
175300,365243,Pensioner,1,N,N,1
116544,365243,Pensioner,2,N,N,1
170231,-3650,Working,1,Y,Y,1
359074,-5475,Working,0,Y,N,0
90218,365243,Pensioner,1,N,Y,1
184751,-5840,Working,0,N,N,1
162017,-365,Working,0,Y,Y,1
37343,0,Student,1,N,Y,1
916395,-12045,Commercial associate,0,N,N,0
213043,-2190,Working,1,N,Y,1
175822,-7665,Working,0,N,N,1
71742,365243,Pensioner,1,N,N,1
867370,-13870,Commercial associate,2,N,N,0
115060,-2920,Working,1,Y,Y,1
415554,-5110,State servant,0,Y,Y,0
492289,-9490,Working,2,Y,N,1
153459,-6570,Working,1,N,N,1
370685,-365,Working,2,Y,Y,1
714772,-12775,Commercial associate,2,Y,Y,0
531232,-2190,State servant,0,N,Y,0
751518,-6570,Commercial associate,0,N,Y,0
379995,-1825,Working,2,N,Y,1
257422,-6570,Working,1,Y,N,1
248216,-2555,Working,1,N,N,1
257050,365243,Pensioner,2,N,Y,1
289425,-3650,Commercial associate,0,N,Y,0
398980,-9490,Working,1,N,Y,1
256872,-10950,Working,0,N,Y,1
415925,-5840,Working,0,N,N,0
95161,0,Student,0,Y,N,1
124060,365243,Pensioner,0,N,Y,1
382897,-7300,Working,2,Y,N,0
842346,-11680,Commercial associate,0,Y,N,0
261546,-14235,State servant,2,N,N,1
230079,365243,Pensioner,1,Y,N,1
806362,-4380,Commercial associate,0,N,Y,0
331648,-11315,Commercial associate,2,Y,N,1
218217,-10585,Working,0,N,Y,1
658992,-5110,Commercial associate,0,N,N,1
314785,-13870,Commercial associate,1,Y,N,0
937166,-4015,Commercial associate,0,N,Y,0
155780,365243,Pensioner,1,Y,N,1
325363,-2190,State servant,1,N,Y,0
214461,-2190,Working,1,N,N,1
385435,-13870,Working,0,N,Y,0
365425,-8760,Working,0,N,Y,1
492507,-9855,Working,0,Y,Y,0
104932,-4745,Working,2,Y,Y,1
551575,-12410,State servant,0,N,Y,0
345946,-5110,Working,0,N,Y,0
461653,-12775,Working,0,Y,Y,0
187958,-3650,Working,1,N,Y,1
64578,365243,Pensioner,1,Y,Y,1
587332,-5840,Commercial associate,2,N,Y,1
481756,-2190,Working,1,N,N,1
44770,0,Student,2,Y,N,1
278943,365243,Pensioner,0,Y,N,1
106639,365243,Pensioner,0,Y,Y,1
296125,365243,Pensioner,0,Y,Y,1
370260,-14235,Working,0,N,N,0
285460,365243,Pensioner,0,Y,Y,1
77674,0,Student,1,N,Y,1
379600,-2190,Working,2,N,Y,1
346846,-3285,Working,0,Y,N,0
159615,365243,Pensioner,0,N,Y,1
462372,-9855,Commercial associate,0,N,Y,0
612774,-8395,Commercial associate,1,N,Y,0
487058,-10220,Working,3,Y,Y,0
176286,-365,Working,0,Y,N,1
152705,-3285,Working,1,Y,Y,1
380226,-2555,Working,0,Y,Y,0
427321,-4015,Working,0,N,N,1
594554,-8030,Commercial associate,2,N,Y,0
298361,-12045,Working,3,N,Y,1
351976,-9855,Working,0,N,Y,1
274792,-8030,Working,0,N,Y,1
246406,365243,Pensioner,0,N,Y,1
219023,-7300,State servant,1,N,Y,1
92771,365243,Pensioner,0,Y,N,1
400359,0,Working,0,Y,N,1
198558,-365,Working,2,Y,Y,1
467964,-4745,Working,0,Y,Y,0
118344,-12410,Working,0,Y,N,1
